topic_id,label,keywords,category,weight,is_primary
0,Promising Career Partnership,"means, idea, promise, work, help, better, true, deal, today, game",K_work_corporate,0.375000,True
0,Promising Career Partnership,"means, idea, promise, work, help, better, true, deal, today, game",A_commitment_hea,0.375000,False
0,Promising Career Partnership,"means, idea, promise, work, help, better, true, deal, today, game",S_scene_anchor,0.250000,False
1,Erotic Intimacy,"hips, tongue, breasts, mouth, body, arms, neck, thighs, nipples, hand",C_explicit,1.000000,True
2,Erotic Intimacy,"clit, pussy, tongue, hips, legs, mouth, neck, lip, lower, thighs",C_explicit,1.000000,True
3,Shared Meals and Snacks,"dinner, food, lunch, breakfast, bakery, chicken, sandwich, meal, dessert, hungry",H_domestic_nesting,1.000000,True
4,Long-Term Relationship Milestones,"way, years, matter, things, able, relationship, place, thing, feelings, kind",Z_noise_oog,1.000000,True
5,Career Changes Over Time,"week, years, job, fallen, days, times, months, able, things, different",K_work_corporate,0.750000,True
5,Career Changes Over Time,"week, years, job, fallen, days, times, months, able, things, different",S_scene_anchor,0.250000,False
6,Drunken Encounters,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, cup, drinks",L_vices_addictions,1.000000,True
7,Navigating Relationship Challenges,"problem, deal, idea, point, luck, choice, true, fault, necessary, need",Z_noise_oog,1.000000,True
8,Misunderstandings and Miscommunication,"wrong, thought, able, feelings, course, control, choice, things, deal, words",Q_miscommunication,0.500000,True
8,Misunderstandings and Miscommunication,"wrong, thought, able, feelings, course, control, choice, things, deal, words",P_tech_media,0.500000,False
9,Marriage and Divorce,"married, wedding, marriage, divorce, divorced, ceremony, planner, arranged, honeymoon, planning",G_rituals_gifts,0.500000,True
9,Marriage and Divorce,"married, wedding, marriage, divorce, divorced, ceremony, planner, arranged, honeymoon, planning",A_commitment_hea,0.500000,False
10,Approaching the Love Nest,"door, doors, knock, hallway, stairs, elevators, floor, lock, button, lobby",S_scene_anchor,1.000000,True
11,Dinner Date,"wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food",H_domestic_nesting,1.000000,True
12,Tender Kisses and Intimacy,"kisses, tongue, mouth, neck, leans, lip, soft, lower, tender, forehead",B_mutual_intimacy,1.000000,True
13,Playful Flirting,"smile, laugh, laughs, grin, eyebrows, giggles, laughter, small, eyebrow, bright",I_humor_lightness,0.500000,True
13,Playful Flirting,"smile, laugh, laughs, grin, eyebrows, giggles, laughter, small, eyebrow, bright",O_appearance_aesthetics,0.500000,False
14,Genuine Smiles and Laughter,"smile, smiles, grin, grins, laughter, gleam, corners, crooked, genuine, mouth",I_humor_lightness,1.000000,True
15,Erotic Encounter,"clit, hips, pussy, legs, thighs, erection, waist, thigh, panties, hand",C_explicit,1.000000,True
16,Family Generations,"parents, older, fathers, children, kids, grandson, years, uncles, youngest, dads",J_family_support,1.000000,True
19,Physical Arousal and Tension,"stomach, chest, blood, veins, temples, spine, belly, adrenaline, heartbeat, tingle",Z_noise_oog,1.000000,True
20,Intense Eye Contact,"gaze, stare, stares, eye, features, glare, expression, brows, head, attention",O_appearance_aesthetics,1.000000,True
21,Car Chase and Pursuit,"car, driver, parking, cars, driveway, suv, curb, cab, drive, vehicle",S_scene_anchor,1.000000,True
22,Controlling Partner and Power Struggles,"control, thought, thing, prepared, choice, deal, wrong, problem, way, effort",Q_miscommunication,1.000000,True
23,Cozy Cabin Interior,"board, mug, arm, chair, hand, lodge, table, tone, room, position",H_domestic_nesting,0.500000,True
23,Cozy Cabin Interior,"board, mug, arm, chair, hand, lodge, table, tone, room, position",K_work_corporate,0.500000,False
24,Late-Night Text Messages,"rings, buzzes, pocket, screen, cellphone, nightstand, message, purse, phones, vibrates",P_tech_media,1.000000,True
25,Playful Laughter and Smiles,"smile, laugh, laughter, grin, burst, forced, lip, loud, goofy, cheeks",I_humor_lightness,1.000000,True
26,Nighttime Fun,"tonight, night, evening, nights, stand, nighttime, fun, different, best, middle",Z_noise_oog,1.000000,True
27,Navigating Spaces,"door, doors, car, stairs, purse, hall, button, elevators, lock, knob",S_scene_anchor,1.000000,True
28,Decision-Making Dilemmas,"complication, choice, guacamole, mind, things, matter, material, question, fact, invitation",Z_noise_oog,1.000000,True
29,Time Passes,"minutes, weeks, months, days, week, hours, years, month, seconds, hour",Z_noise_oog,1.000000,True
30,Sports Rivalry,"game, hockey, puck, players, games, player, teams, goalie, goal, baseball",Z_noise_oog,1.000000,True
31,Shopping for Love,"clothes, outfit, wardrobe, clothing, outfits, tomorrow, selling, different, fashion, compatible",O_appearance_aesthetics,1.000000,True
32,Hesitant Interactions,"offense, say, answer, head, worries, intercourse, plans, word, question, hesitation",C_explicit,1.000000,True
33,Corporate Ambition,"business, company, dollars, job, investment, cost, profit, paycheck, income, bank",K_work_corporate,0.500000,True
33,Corporate Ambition,"business, company, dollars, job, investment, cost, profit, paycheck, income, bank",D_luxury_wealth_status,0.500000,False
34,Hunting Trip with Eclectic Attendees,"cards, archery, chips, shoulder, half, eclectic, direction, attendees, hunting, wary",S_scene_anchor,1.000000,True
35,"{ ""label"": ""Unspoken Tension","silent, beat, descends, awkward, moment, unspoken, minutes, uncomfortable, companionable, ride",S_scene_anchor,1.000000,True
36,Physical Altercation,"knees, feet, fists, arms, foot, shuffle, fist, sides, legs, heels",Z_noise_oog,1.000000,True
37,Absurd Characters and Situations,"ridiculous, insane, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest, absurd",F_negative_affect,1.000000,True
38,Intense Eye Contact,"gaze, glare, look, glance, expression, chin, eye, head, brows, moment",O_appearance_aesthetics,1.000000,True
39,Intimate Kissing,"lip, teeth, nose, tongue, mouth, bridge, cheek, moan, lower, saliva",B_mutual_intimacy,1.000000,True
40,Workplace Drama and Misunderstandings,"job, upset, community, manager, awesome, weeks, friend, wrong, best, thing",K_work_corporate,0.500000,True
40,Workplace Drama and Misunderstandings,"job, upset, community, manager, awesome, weeks, friend, wrong, best, thing",Q_miscommunication,0.500000,False
41,Picky Partner's Regret,"ready, heartless, ashamed, wrong, scared, picky, type, human, proud, cleaners",F_negative_affect,0.375000,True
41,Picky Partner's Regret,"ready, heartless, ashamed, wrong, scared, picky, type, human, proud, cleaners",Q_miscommunication,0.375000,False
41,Picky Partner's Regret,"ready, heartless, ashamed, wrong, scared, picky, type, human, proud, cleaners",S_scene_anchor,0.250000,False
42,First Time Intimacy,"sexual, intimate, virginity, intimacy, sexuality, just, unprotected, meaningless, sexiest, thing",B_mutual_intimacy,1.000000,True
43,Preparing for Work,"ready, aware, prepared, research, reason, terminology, today, user, giver, work",K_work_corporate,1.000000,True
44,Protective Stepmom,"stepmother, moms, motherhood, jackass, proud, children, ass, undivided, esteem, things",J_family_support,0.500000,True
44,Protective Stepmom,"stepmother, moms, motherhood, jackass, proud, children, ass, undivided, esteem, things",R1_protectiveness,0.500000,False
45,Domestic Nesting and Toys,"thing, things, bearded, stuff, peace, best, point, growling, sample, toys",Z_noise_oog,1.000000,True
46,Flirtatious Glances and Attraction,"pickup, oaks, linemen, glance, scoundrel, gaze, attraction, glint, hand, biscuit",O_appearance_aesthetics,1.000000,True
47,Beauty Routines and Allure,"hair, makeup, mascara, lipstick, nape, hairs, rises, bun, strand, neck",S_scene_anchor,1.000000,True
48,Calming Breaths in Stressful Moments,"breath, lungs, deep, breathing, breaths, air, catches, oxygen, shaky, calm",B_mutual_intimacy,1.000000,True
49,"{
  ""label"": ""New Parenthood and Babysitter""","babysitter, healthy, infant, months, outsiders, fetal, epidural, unprotected, inflated, coos",M_health_recovery,0.500000,True
49,"{
  ""label"": ""New Parenthood and Babysitter""","babysitter, healthy, infant, months, outsiders, fetal, epidural, unprotected, inflated, coos",J_family_support,0.500000,False
50,Careful Consideration,"idea, help, clue, mind, problem, thought, control, wrong, careful, reason",Q_miscommunication,0.750000,True
50,Careful Consideration,"idea, help, clue, mind, problem, thought, control, wrong, careful, reason",S_scene_anchor,0.250000,False
51,Medical Crisis and Support,"clinic, tremulous, friend, sister, physician, results, unable, expression, wept, years",M_health_recovery,0.500000,True
51,Medical Crisis and Support,"clinic, tremulous, friend, sister, physician, results, unable, expression, wept, years",J_family_support,0.500000,False
52,Unethical Nerd's Awkward Conquest,"event, masculine, unethical, nerd, plenty, graveled, problem, humorless, thought, conquer",I_humor_lightness,1.000000,True
53,Fashion Showcase,"dress, dresses, panties, skirt, lace, heels, gown, stilettos, blouse, underwear",O_appearance_aesthetics,1.000000,True
54,Persistent Communication,"rang, message, screen, pocket, rings, texts, ear, ringing, numbers, voicemail",P_tech_media,1.000000,True
55,BDSM Relationship Dynamics,"gratification, means, course, world, dominatrix, pretenses, spc, thing, sexual, devices",C_explicit,0.500000,True
55,BDSM Relationship Dynamics,"gratification, means, course, world, dominatrix, pretenses, spc, thing, sexual, devices",P_tech_media,0.500000,False
56,Sleep Deprivation and Nighttime Intimacy,"sleep, asleep, nap, hours, night, lack, tired, nights, hour, insomnia",F_negative_affect,1.000000,True
57,Bathroom Intimacy,"shower, bathroom, bath, tub, toilet, bathtub, showers, restroom, spray, stall",H_domestic_nesting,1.000000,True
58,Attractive Spectator,"stunning, attractive, sweeter, spectator, sweetness, ly, talented, wonderful, thing, aesthetic",O_appearance_aesthetics,1.000000,True
59,Non-Verbal Communication,"smiles, replies, laughs, glares, mutters, widen, looks, listens, calls, stares",I_humor_lightness,0.333333,True
59,Non-Verbal Communication,"smiles, replies, laughs, glares, mutters, widen, looks, listens, calls, stares",O_appearance_aesthetics,0.333333,False
59,Non-Verbal Communication,"smiles, replies, laughs, glares, mutters, widen, looks, listens, calls, stares",P_tech_media,0.333333,False
60,Office Romance,"ceos, employee, bosses, board, company, manager, job, chief, rule, work",K_work_corporate,1.000000,True
61,Apology and Forgiveness,"forgive, sorry, apology, forgiveness, apologies, things, need, rule, way, honeycomb",T_repair_apology,1.000000,True
62,Careful Courtship: Learning and Deception,"months, chess, situation, careful, opposite, lessons, imposter, days, lie, month",Q_miscommunication,0.750000,True
62,Careful Courtship: Learning and Deception,"months, chess, situation, careful, opposite, lessons, imposter, days, lie, month",S_scene_anchor,0.250000,False
63,Deceptive Lovers,"lie, lies, deception, truths, outright, omission, total, consummate, cheater, faults",Q_miscommunication,1.000000,True
64,Murder Mystery Investigation,"questions, answers, murder, builds, request, door, hand, deal, course, robot",E_threat_danger,0.750000,True
64,Murder Mystery Investigation,"questions, answers, murder, builds, request, door, hand, deal, course, robot",S_scene_anchor,0.250000,False
65,Redemption and Correcting Past Mistakes,"correct, redemption, corrects, explosion, urn, equation, appearances, understatement, claims, phrase",O_appearance_aesthetics,1.000000,True
66,Uncomfortable Encounters,"giggled, friend, breath, buckles, numb, moan, vulgar, sickening, bluff, alternative",B_mutual_intimacy,1.000000,True
67,Married Couple's Affectionate Moments,"nods, tenses, looks, stares, sister, smiles, rosy, married, aisle, happiness",I_humor_lightness,0.250000,True
67,Married Couple's Affectionate Moments,"nods, tenses, looks, stares, sister, smiles, rosy, married, aisle, happiness",O_appearance_aesthetics,0.250000,False
67,Married Couple's Affectionate Moments,"nods, tenses, looks, stares, sister, smiles, rosy, married, aisle, happiness",J_family_support,0.250000,False
67,Married Couple's Affectionate Moments,"nods, tenses, looks, stares, sister, smiles, rosy, married, aisle, happiness",A_commitment_hea,0.250000,False
68,Historical Romance: Grand Estates,"percent, scale, fourth, century, grand, seventh, knocks, fifth, pounds, ninth",Z_noise_oog,1.000000,True
69,Physical Pain and Guilt,"hurts, guilt, painful, painkillers, guilty, injury, agony, ache, physical, gut",M_health_recovery,0.500000,True
69,Physical Pain and Guilt,"hurts, guilt, painful, painkillers, guilty, injury, agony, ache, physical, gut",F_negative_affect,0.500000,False
70,Rescuing Hairless Kittens,"kittens, delivery, purr, claws, hairless, cheshire, lap, pasty, paw, rescue",Z_noise_oog,1.000000,True
71,Ringing Cellphone,"pocket, cellphone, rang, screen, message, ringing, jacket, rings, table, button",P_tech_media,1.000000,True
72,Corporate Hockey Rivalry,"hockey, game, bankers, router, corporate, general, offer, box, division, checkpoint",K_work_corporate,1.000000,True
73,Rare Love in Desolate Places,"rarity, desolate, special, happiness, insane, superficial, acquaintances, comment, emotions, devotion",Z_noise_oog,1.000000,True
74,Sports Romance,"fact, second, amazed, night, years, eyebrows, game, stunned, feeling, stadium",O_appearance_aesthetics,1.000000,True
75,Intimate Spaces,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, edge, room",H_domestic_nesting,1.000000,True
76,Whispered Secrets and Intimate Promises,"whisper, murmur, whispers, breathy, meek, sacred, lavender, steam, disaster, prick",B_mutual_intimacy,1.000000,True
77,Deliberating Couple,"tone, plans, puzzled, question, matter, decision, today, paperwork, concern, flourish",K_work_corporate,1.000000,True
78,Engaged Couple's Tender Moments,"cups, gaze, brushing, arm, expression, engagement, hand, grabs, tightens, bellamy",O_appearance_aesthetics,0.333333,True
78,Engaged Couple's Tender Moments,"cups, gaze, brushing, arm, expression, engagement, hand, grabs, tightens, bellamy",B_mutual_intimacy,0.333333,False
78,Engaged Couple's Tender Moments,"cups, gaze, brushing, arm, expression, engagement, hand, grabs, tightens, bellamy",A_commitment_hea,0.333333,False
79,Emotional Grandmother's Reaction,"rule, grandmother, cries, wide, saucers, moment, personality, mutters, chairs, awesome",J_family_support,1.000000,True
80,Sports Romance: Hockey Players and Office Lovesick,"hockey, players, goalie, scrum, offs, reminders, millionth, office, lovesick, degree",K_work_corporate,1.000000,True
81,Family Gathering,"parents, children, kids, families, aunts, uncles, want, parenting, traditional, cousins",J_family_support,1.000000,True
82,Heroine's Fears and Anxieties,"scared, afraid, sad, terrifying, scary, frightening, frightened, fears, sadness, phobia",F_negative_affect,0.750000,True
82,Heroine's Fears and Anxieties,"scared, afraid, sad, terrifying, scary, frightening, frightened, fears, sadness, phobia",S_scene_anchor,0.250000,False
83,Animal Companions,"goats, dogs, animal, puppies, animals, sheep, pet, lion, pets, herd",Z_noise_oog,1.000000,True
84,Narcissistic Drama in Marriage,"behavior, narcissistic, drama, seminar, afraid, marriage, lack, times, gun, explosion",E_threat_danger,0.500000,True
84,Narcissistic Drama in Marriage,"behavior, narcissistic, drama, seminar, afraid, marriage, lack, times, gun, explosion",A_commitment_hea,0.500000,False
85,Sports Competition and Triumph,"course, honest, snatchers, finalists, victories, yesss, glorified, best, bum, coulda",Z_noise_oog,1.000000,True
86,Apartment Hunting,"rent, lease, city, rental, monthly, landlord, week, yorker, space, month",N_separation_reunion,1.000000,True
87,Unwanted Attention in the Dating World,"caveman, league, unfulfilled, unsolicited, detectives, inner, unmade, celibate, course, escort",Z_noise_oog,1.000000,True
88,Apologetic Performance Review,"performance, sorry, train, memo, today, opportunity, anniversaries, perfection, realms, tartare",T_repair_apology,1.000000,True
89,Dark Methods of Survival,"hate, dislike, method, survival, perverse, word, person, things, particular, uniform",E_threat_danger,1.000000,True
90,Medical Professionals and Hospital Scenes,"hospital, surgeon, surgery, doctors, trauma, medical, appointment, clinic, operating, specialist",M_health_recovery,1.000000,True
91,Repressed Memories,"memories, memory, childhood, vivid, ones, flashback, repressed, years, newer, events",Z_noise_oog,1.000000,True
92,Cozy Home Interior,"furniture, fireplace, ceiling, windows, chairs, floors, wood, walls, floor, ceilings",H_domestic_nesting,1.000000,True
93,Family Feuds and Heartfelt Apologies,"parents, apologies, sister, ex, brogue, woozy, daughter, shameless, fault, acquisition",T_repair_apology,0.333333,True
93,Family Feuds and Heartfelt Apologies,"parents, apologies, sister, ex, brogue, woozy, daughter, shameless, fault, acquisition",F_negative_affect,0.333333,False
93,Family Feuds and Heartfelt Apologies,"parents, apologies, sister, ex, brogue, woozy, daughter, shameless, fault, acquisition",J_family_support,0.333333,False
94,Angry Outbursts,"anger, rage, blood, frustration, temper, veins, stomach, laces, guts, flares",F_negative_affect,1.000000,True
95,Workaholic Boss's Evening Routine,"worlds, spending, personal, client, fib, work, trauma, tyrant, evening, best",M_health_recovery,0.500000,True
95,Workaholic Boss's Evening Routine,"worlds, spending, personal, client, fib, work, trauma, tyrant, evening, best",K_work_corporate,0.500000,False
96,Whispered Promises,"whispers, whisper, ear, plea, soft, someday, husky, blessed, low, breathy",B_mutual_intimacy,1.000000,True
97,Eyes Fluttering in Love,"closed, eyelids, shut, sockets, vision, flutter, eyeballs, wide, surroundings, accord",Z_noise_oog,1.000000,True
98,Engagement Announcement and Parental Concerns,"engagement, pudding, granite, parents, warning, conversation, ugliest, pickles, shards, topic",J_family_support,0.500000,True
98,Engagement Announcement and Parental Concerns,"engagement, pudding, granite, parents, warning, conversation, ugliest, pickles, shards, topic",A_commitment_hea,0.500000,False
99,Desirable Vices and Regrets,"vacuum, mezcal, pangs, turd, unfiltered, desirable, understandable, yesterday, apparent, wishes",Z_noise_oog,1.000000,True
100,Romantic Gestures with Flowers,"roses, flowers, bouquet, florist, petals, yellow, lilies, vase, daisies, dozen",G_rituals_gifts,0.500000,True
100,Romantic Gestures with Flowers,"roses, flowers, bouquet, florist, petals, yellow, lilies, vase, daisies, dozen",A_commitment_hea,0.500000,False
101,Witty Writer's Love Letters,"library, letters, kleenex, writer, sister, comebacks, acerbic, bit, pert, tragic",I_humor_lightness,0.500000,True
101,Witty Writer's Love Letters,"library, letters, kleenex, writer, sister, comebacks, acerbic, bit, pert, tragic",J_family_support,0.500000,False
102,Tense Hair Tugging,"hair, strands, grip, strand, handful, hand, threads, tugs, grabs, lock",O_appearance_aesthetics,1.000000,True
103,Explicit Intimacy,"nude, nudes, nakedness, stark, wet, half, alleged, bed, body, clothes",H_domestic_nesting,0.500000,True
103,Explicit Intimacy,"nude, nudes, nakedness, stark, wet, half, alleged, bed, body, clothes",O_appearance_aesthetics,0.500000,False
104,Sustainable Living with Family,"pigeon, helpful, sustainable, excited, cork, answers, indecent, pitiful, chimes, sister",J_family_support,1.000000,True
105,Urban Exploration and Spontaneous Dates,"hurry, pro, trade, location, places, place, tripping, rule, area, popcorn",Z_noise_oog,1.000000,True
106,Simple Nighttime Routine,"lines, easy, understandable, item, idea, night",Z_noise_oog,1.000000,True
107,Debating the Meaning of Love,"matter, sense, true, work, pundits, case, difference, failure, alert, reason",K_work_corporate,1.000000,True
108,Eternal Love and Commitment,"fall, true, fickle, kind, loves, souls, epic, significant, important, thing",A_commitment_hea,1.000000,True
109,Eligible Millionaire,"wealthy, richest, millionaire, eligible, wealthiest, wealth, world, businessman, male, dollar",K_work_corporate,0.500000,True
109,Eligible Millionaire,"wealthy, richest, millionaire, eligible, wealthiest, wealth, world, businessman, male, dollar",D_luxury_wealth_status,0.500000,False
110,Confused Lover's Apology,"listening, reply, feverish, confusion, mort, upfront, pun, pep, unblinking, angrier",M_health_recovery,0.500000,True
110,Confused Lover's Apology,"listening, reply, feverish, confusion, mort, upfront, pun, pep, unblinking, angrier",T_repair_apology,0.500000,False
111,Disturbing Dreams and Fantasies,"dreams, nightmare, dreaming, nightmares, true, worst, vivid, fantasies, pipe, dreamy",F_negative_affect,1.000000,True
112,Snowy Weather,"rain, winter, wet, chilly, icy, flakes, colder, glacier, sky, snowy",Z_noise_oog,1.000000,True
113,"{ ""label"": ""Determined Sister's","drugs, curious, sister, sad, determined, skinny, incidents, clean, cigarette, tabloid",F_negative_affect,0.333333,True
113,"{ ""label"": ""Determined Sister's","drugs, curious, sister, sad, determined, skinny, incidents, clean, cigarette, tabloid",J_family_support,0.333333,False
113,"{ ""label"": ""Determined Sister's","drugs, curious, sister, sad, determined, skinny, incidents, clean, cigarette, tabloid",P_tech_media,0.333333,False
114,Reluctant Proposal,"choices, deter, reluctance, ideal, brief, assistants, gut, expectations, speech, approval",A_commitment_hea,1.000000,True
115,Celebrity Golf Weekend,"golf, years, talk, winced, celebrity, thoughtful, instigator, break, weekend, problems",Z_noise_oog,1.000000,True
116,Marriage of Convenience,"important, condition, second, ways, dependent, thing, word, arrangement, imposter, relatable",A_commitment_hea,1.000000,True
117,Constant Criticism,"hate, dislike, hatred, gravity, guts, mention, constant, rhubarb, shucks, capable",Z_noise_oog,1.000000,True
118,Public Relations and Image Management,"publicity, knows, forthcoming, deal, position, impression, board, antics, nation, turn",K_work_corporate,1.000000,True
119,Flirtatious Communication and Body Language,"snaps, replies, epitome, runners, whispers, barks, potion, unapologetic, gestures, smiles",I_humor_lightness,0.333333,True
119,Flirtatious Communication and Body Language,"snaps, replies, epitome, runners, whispers, barks, potion, unapologetic, gestures, smiles",B_mutual_intimacy,0.333333,False
